cep_start,cep_end,min_weight_kg,max_weight_kg,base_amount,ad_valorem_pct,extra_per_kg,sla_days
75170000,75179999,0.0,1.0,68.88,0,0,17
75170000,75179999,1.001,5.0,91.77,0,0,17
75170000,75179999,5.001,10.0,121.88,0,0,17
75170000,75179999,10.001,15.0,160.98,0,0,17
75170000,75179999,15.001,20.0,172.38,0,0,17
75170000,75179999,20.001,30.0,195.48,0,0,17
75170000,75179999,30.001,40.0,399.9,0,0,17
75170000,75179999,40.001,50.0,559.9,0,0,17
75170000,75179999,50.001,80.0,699.9,0,0,17
75170000,75179999,80.001,100.0,449.99,0,0,17
75170000,75179999,100.001,200.0,459.98,0,0,17
75170000,75179999,200.001,300.0,527.83,0,0,17
75170000,75179999,300.001,999.999,689.99,0,0,17
75180000,75194999,0.0,1.0,68.88,0,0,17
75180000,75194999,1.001,5.0,91.77,0,0,17
75180000,75194999,5.001,10.0,121.88,0,0,17
75180000,75194999,10.001,15.0,160.98,0,0,17
75180000,75194999,15.001,20.0,172.38,0,0,17
75180000,75194999,20.001,30.0,195.48,0,0,17
75180000,75194999,30.001,40.0,399.9,0,0,17
75180000,75194999,40.001,50.0,559.9,0,0,17
75180000,75194999,50.001,80.0,699.9,0,0,17
75180000,75194999,80.001,100.0,449.99,0,0,17
75180000,75194999,100.001,200.0,459.98,0,0,17
75180000,75194999,200.001,300.0,527.83,0,0,17
75180000,75194999,300.001,999.999,689.99,0,0,17
75195000,75199999,0.0,1.0,68.88,0,0,17
75195000,75199999,1.001,5.0,91.77,0,0,17
75195000,75199999,5.001,10.0,121.88,0,0,17
75195000,75199999,10.001,15.0,160.98,0,0,17
75195000,75199999,15.001,20.0,172.38,0,0,17
75195000,75199999,20.001,30.0,195.48,0,0,17
75195000,75199999,30.001,40.0,399.9,0,0,17
75195000,75199999,40.001,50.0,559.9,0,0,17
75195000,75199999,50.001,80.0,699.9,0,0,17
75195000,75199999,80.001,100.0,449.99,0,0,17
75195000,75199999,100.001,200.0,459.98,0,0,17
75195000,75199999,200.001,300.0,527.83,0,0,17
75195000,75199999,300.001,999.999,689.99,0,0,17
75200000,75239999,0.0,1.0,68.88,0,0,17
75200000,75239999,1.001,5.0,91.77,0,0,17
75200000,75239999,5.001,10.0,121.88,0,0,17
75200000,75239999,10.001,15.0,160.98,0,0,17
75200000,75239999,15.001,20.0,172.38,0,0,17
75200000,75239999,20.001,30.0,195.48,0,0,17
75200000,75239999,30.001,40.0,399.9,0,0,17
75200000,75239999,40.001,50.0,559.9,0,0,17
75200000,75239999,50.001,80.0,699.9,0,0,17
75200000,75239999,80.001,100.0,449.99,0,0,17
75200000,75239999,100.001,200.0,459.98,0,0,17
75200000,75239999,200.001,300.0,527.83,0,0,17
75200000,75239999,300.001,999.999,689.99,0,0,17
75240000,75259999,0.0,1.0,68.88,0,0,17
75240000,75259999,1.001,5.0,91.77,0,0,17
75240000,75259999,5.001,10.0,121.88,0,0,17
75240000,75259999,10.001,15.0,160.98,0,0,17
75240000,75259999,15.001,20.0,172.38,0,0,17
75240000,75259999,20.001,30.0,195.48,0,0,17
75240000,75259999,30.001,40.0,399.9,0,0,17
75240000,75259999,40.001,50.0,559.9,0,0,17
75240000,75259999,50.001,80.0,699.9,0,0,17
75240000,75259999,80.001,100.0,449.99,0,0,17
75240000,75259999,100.001,200.0,459.98,0,0,17
75240000,75259999,200.001,300.0,527.83,0,0,17
75240000,75259999,300.001,999.999,689.99,0,0,17
75260000,75339999,0.0,1.0,68.88,0,0,17
75260000,75339999,1.001,5.0,91.77,0,0,17
75260000,75339999,5.001,10.0,121.88,0,0,17
75260000,75339999,10.001,15.0,160.98,0,0,17
75260000,75339999,15.001,20.0,172.38,0,0,17
75260000,75339999,20.001,30.0,195.48,0,0,17
75260000,75339999,30.001,40.0,399.9,0,0,17
75260000,75339999,40.001,50.0,559.9,0,0,17
75260000,75339999,50.001,80.0,699.9,0,0,17
75260000,75339999,80.001,100.0,449.99,0,0,17
75260000,75339999,100.001,200.0,459.98,0,0,17
75260000,75339999,200.001,300.0,527.83,0,0,17
75260000,75339999,300.001,999.999,689.99,0,0,17
75340000,75354999,0.0,1.0,68.88,0,0,17
75340000,75354999,1.001,5.0,91.77,0,0,17
75340000,75354999,5.001,10.0,121.88,0,0,17
75340000,75354999,10.001,15.0,160.98,0,0,17
75340000,75354999,15.001,20.0,172.38,0,0,17
75340000,75354999,20.001,30.0,195.48,0,0,17
75340000,75354999,30.001,40.0,399.9,0,0,17
75340000,75354999,40.001,50.0,559.9,0,0,17
75340000,75354999,50.001,80.0,699.9,0,0,17
75340000,75354999,80.001,100.0,449.99,0,0,17
75340000,75354999,100.001,200.0,459.98,0,0,17
75340000,75354999,200.001,300.0,527.83,0,0,17
75340000,75354999,300.001,999.999,689.99,0,0,17
75355000,75359999,0.0,1.0,68.88,0,0,17
75355000,75359999,1.001,5.0,91.77,0,0,17
75355000,75359999,5.001,10.0,121.88,0,0,17
75355000,75359999,10.001,15.0,160.98,0,0,17
75355000,75359999,15.001,20.0,172.38,0,0,17
75355000,75359999,20.001,30.0,195.48,0,0,17
75355000,75359999,30.001,40.0,399.9,0,0,17
75355000,75359999,40.001,50.0,559.9,0,0,17
75355000,75359999,50.001,80.0,699.9,0,0,17
75355000,75359999,80.001,100.0,449.99,0,0,17
75355000,75359999,100.001,200.0,459.98,0,0,17
75355000,75359999,200.001,300.0,527.83,0,0,17
75355000,75359999,300.001,999.999,689.99,0,0,17
75360000,75374999,0.0,1.0,68.88,0,0,17
75360000,75374999,1.001,5.0,91.77,0,0,17
75360000,75374999,5.001,10.0,121.88,0,0,17
75360000,75374999,10.001,15.0,160.98,0,0,17
75360000,75374999,15.001,20.0,172.38,0,0,17
75360000,75374999,20.001,30.0,195.48,0,0,17
75360000,75374999,30.001,40.0,399.9,0,0,17
75360000,75374999,40.001,50.0,559.9,0,0,17
75360000,75374999,50.001,80.0,699.9,0,0,17
75360000,75374999,80.001,100.0,449.99,0,0,17
75360000,75374999,100.001,200.0,459.98,0,0,17
75360000,75374999,200.001,300.0,527.83,0,0,17
75360000,75374999,300.001,999.999,689.99,0,0,17
75375000,75379999,0.0,1.0,68.88,0,0,17
75375000,75379999,1.001,5.0,91.77,0,0,17
75375000,75379999,5.001,10.0,121.88,0,0,17
75375000,75379999,10.001,15.0,160.98,0,0,17
75375000,75379999,15.001,20.0,172.38,0,0,17
75375000,75379999,20.001,30.0,195.48,0,0,17
75375000,75379999,30.001,40.0,399.9,0,0,17
75375000,75379999,40.001,50.0,559.9,0,0,17
75375000,75379999,50.001,80.0,699.9,0,0,17
75375000,75379999,80.001,100.0,449.99,0,0,17
75375000,75379999,100.001,200.0,459.98,0,0,17
75375000,75379999,200.001,300.0,527.83,0,0,17
75375000,75379999,300.001,999.999,689.99,0,0,17
75380000,75394999,0.0,1.0,68.88,0,0,17
75380000,75394999,1.001,5.0,91.77,0,0,17
75380000,75394999,5.001,10.0,121.88,0,0,17
75380000,75394999,10.001,15.0,160.98,0,0,17
75380000,75394999,15.001,20.0,172.38,0,0,17
75380000,75394999,20.001,30.0,195.48,0,0,17
75380000,75394999,30.001,40.0,399.9,0,0,17
75380000,75394999,40.001,50.0,559.9,0,0,17
75380000,75394999,50.001,80.0,699.9,0,0,17
75380000,75394999,80.001,100.0,449.99,0,0,17
75380000,75394999,100.001,200.0,459.98,0,0,17
75380000,75394999,200.001,300.0,527.83,0,0,17
75380000,75394999,300.001,999.999,689.99,0,0,17
75395000,75399999,0.0,1.0,68.88,0,0,17
75395000,75399999,1.001,5.0,91.77,0,0,17
75395000,75399999,5.001,10.0,121.88,0,0,17
75395000,75399999,10.001,15.0,160.98,0,0,17
75395000,75399999,15.001,20.0,172.38,0,0,17
75395000,75399999,20.001,30.0,195.48,0,0,17
75395000,75399999,30.001,40.0,399.9,0,0,17
75395000,75399999,40.001,50.0,559.9,0,0,17
75395000,75399999,50.001,80.0,699.9,0,0,17
75395000,75399999,80.001,100.0,449.99,0,0,17
75395000,75399999,100.001,200.0,459.98,0,0,17
75395000,75399999,200.001,300.0,527.83,0,0,17
75395000,75399999,300.001,999.999,689.99,0,0,17
75400000,75409999,0.0,1.0,68.88,0,0,17
75400000,75409999,1.001,5.0,91.77,0,0,17
75400000,75409999,5.001,10.0,121.88,0,0,17
75400000,75409999,10.001,15.0,160.98,0,0,17
75400000,75409999,15.001,20.0,172.38,0,0,17
75400000,75409999,20.001,30.0,195.48,0,0,17
75400000,75409999,30.001,40.0,399.9,0,0,17
75400000,75409999,40.001,50.0,559.9,0,0,17
75400000,75409999,50.001,80.0,699.9,0,0,17
75400000,75409999,80.001,100.0,449.99,0,0,17
75400000,75409999,100.001,200.0,459.98,0,0,17
75400000,75409999,200.001,300.0,527.83,0,0,17
75400000,75409999,300.001,999.999,689.99,0,0,17
75410000,75429999,0.0,1.0,68.88,0,0,17
75410000,75429999,1.001,5.0,91.77,0,0,17
75410000,75429999,5.001,10.0,121.88,0,0,17
75410000,75429999,10.001,15.0,160.98,0,0,17
75410000,75429999,15.001,20.0,172.38,0,0,17
75410000,75429999,20.001,30.0,195.48,0,0,17
75410000,75429999,30.001,40.0,399.9,0,0,17
75410000,75429999,40.001,50.0,559.9,0,0,17
75410000,75429999,50.001,80.0,699.9,0,0,17
75410000,75429999,80.001,100.0,449.99,0,0,17
75410000,75429999,100.001,200.0,459.98,0,0,17
75410000,75429999,200.001,300.0,527.83,0,0,17
75410000,75429999,300.001,999.999,689.99,0,0,17
75430000,75449999,0.0,1.0,68.88,0,0,17
75430000,75449999,1.001,5.0,91.77,0,0,17
75430000,75449999,5.001,10.0,121.88,0,0,17
75430000,75449999,10.001,15.0,160.98,0,0,17
75430000,75449999,15.001,20.0,172.38,0,0,17
75430000,75449999,20.001,30.0,195.48,0,0,17
75430000,75449999,30.001,40.0,399.9,0,0,17
75430000,75449999,40.001,50.0,559.9,0,0,17
75430000,75449999,50.001,80.0,699.9,0,0,17
75430000,75449999,80.001,100.0,449.99,0,0,17
75430000,75449999,100.001,200.0,459.98,0,0,17
75430000,75449999,200.001,300.0,527.83,0,0,17
75430000,75449999,300.001,999.999,689.99,0,0,17
75450000,75459999,0.0,1.0,68.88,0,0,17
75450000,75459999,1.001,5.0,91.77,0,0,17
75450000,75459999,5.001,10.0,121.88,0,0,17
75450000,75459999,10.001,15.0,160.98,0,0,17
75450000,75459999,15.001,20.0,172.38,0,0,17
75450000,75459999,20.001,30.0,195.48,0,0,17
75450000,75459999,30.001,40.0,399.9,0,0,17
75450000,75459999,40.001,50.0,559.9,0,0,17
75450000,75459999,50.001,80.0,699.9,0,0,17
75450000,75459999,80.001,100.0,449.99,0,0,17
75450000,75459999,100.001,200.0,459.98,0,0,17
75450000,75459999,200.001,300.0,527.83,0,0,17
75450000,75459999,300.001,999.999,689.99,0,0,17
75460000,75479999,0.0,1.0,68.88,0,0,17
75460000,75479999,1.001,5.0,91.77,0,0,17
75460000,75479999,5.001,10.0,121.88,0,0,17
75460000,75479999,10.001,15.0,160.98,0,0,17
75460000,75479999,15.001,20.0,172.38,0,0,17
75460000,75479999,20.001,30.0,195.48,0,0,17
75460000,75479999,30.001,40.0,399.9,0,0,17
75460000,75479999,40.001,50.0,559.9,0,0,17
75460000,75479999,50.001,80.0,699.9,0,0,17
75460000,75479999,80.001,100.0,449.99,0,0,17
75460000,75479999,100.001,200.0,459.98,0,0,17
75460000,75479999,200.001,300.0,527.83,0,0,17
75460000,75479999,300.001,999.999,689.99,0,0,17
75480000,76369999,0.0,1.0,68.88,0,0,17
75480000,76369999,1.001,5.0,91.77,0,0,17
75480000,76369999,5.001,10.0,121.88,0,0,17
75480000,76369999,10.001,15.0,160.98,0,0,17
75480000,76369999,15.001,20.0,172.38,0,0,17
75480000,76369999,20.001,30.0,195.48,0,0,17
75480000,76369999,30.001,40.0,399.9,0,0,17
75480000,76369999,40.001,50.0,559.9,0,0,17
75480000,76369999,50.001,80.0,699.9,0,0,17
75480000,76369999,80.001,100.0,449.99,0,0,17
75480000,76369999,100.001,200.0,459.98,0,0,17
75480000,76369999,200.001,300.0,527.83,0,0,17
75480000,76369999,300.001,999.999,689.99,0,0,17
76372000,76372999,0.0,1.0,68.88,0,0,17
76372000,76372999,1.001,5.0,91.77,0,0,17
76372000,76372999,5.001,10.0,121.88,0,0,17
76372000,76372999,10.001,15.0,160.98,0,0,17
76372000,76372999,15.001,20.0,172.38,0,0,17
76372000,76372999,20.001,30.0,195.48,0,0,17
76372000,76372999,30.001,40.0,399.9,0,0,17
76372000,76372999,40.001,50.0,559.9,0,0,17
76372000,76372999,50.001,80.0,699.9,0,0,17
76372000,76372999,80.001,100.0,449.99,0,0,17
76372000,76372999,100.001,200.0,459.98,0,0,17
76372000,76372999,200.001,300.0,527.83,0,0,17
76372000,76372999,300.001,999.999,689.99,0,0,17
76374000,76393999,0.0,1.0,68.88,0,0,17
76374000,76393999,1.001,5.0,91.77,0,0,17
76374000,76393999,5.001,10.0,121.88,0,0,17
76374000,76393999,10.001,15.0,160.98,0,0,17
76374000,76393999,15.001,20.0,172.38,0,0,17
76374000,76393999,20.001,30.0,195.48,0,0,17
76374000,76393999,30.001,40.0,399.9,0,0,17
76374000,76393999,40.001,50.0,559.9,0,0,17
76374000,76393999,50.001,80.0,699.9,0,0,17
76374000,76393999,80.001,100.0,449.99,0,0,17
76374000,76393999,100.001,200.0,459.98,0,0,17
76374000,76393999,200.001,300.0,527.83,0,0,17
76374000,76393999,300.001,999.999,689.99,0,0,17
76395000,76759999,0.0,1.0,68.88,0,0,17
76395000,76759999,1.001,5.0,91.77,0,0,17
76395000,76759999,5.001,10.0,121.88,0,0,17
76395000,76759999,10.001,15.0,160.98,0,0,17
76395000,76759999,15.001,20.0,172.38,0,0,17
76395000,76759999,20.001,30.0,195.48,0,0,17
76395000,76759999,30.001,40.0,399.9,0,0,17
76395000,76759999,40.001,50.0,559.9,0,0,17
76395000,76759999,50.001,80.0,699.9,0,0,17
76395000,76759999,80.001,100.0,449.99,0,0,17
76395000,76759999,100.001,200.0,459.98,0,0,17
76395000,76759999,200.001,300.0,527.83,0,0,17
76395000,76759999,300.001,999.999,689.99,0,0,17
76800000,76849999,0.0,1.0,114.87,0,0,27
76800000,76849999,1.001,5.0,160.41,0,0,27
76800000,76849999,5.001,10.0,183.87,0,0,27
76800000,76849999,10.001,15.0,195.03,0,0,27
76800000,76849999,15.001,20.0,218.48,0,0,27
76800000,76849999,20.001,30.0,242.06,0,0,27
76800000,76849999,30.001,40.0,399.9,0,0,27
76800000,76849999,40.001,50.0,559.9,0,0,27
76800000,76849999,50.001,80.0,699.9,0,0,27
76800000,76849999,80.001,100.0,402.48,0,0,27
76800000,76849999,100.001,200.0,459.41,0,0,27
76800000,76849999,200.001,300.0,483.68,0,0,27
76800000,76849999,300.001,999.999,587.64,0,0,27
76850000,76859999,0.0,1.0,114.87,0,0,27
76850000,76859999,1.001,5.0,160.41,0,0,27
76850000,76859999,5.001,10.0,183.87,0,0,27
76850000,76859999,10.001,15.0,195.03,0,0,27
76850000,76859999,15.001,20.0,218.48,0,0,27
76850000,76859999,20.001,30.0,242.06,0,0,27
76850000,76859999,30.001,40.0,399.9,0,0,27
76850000,76859999,40.001,50.0,559.9,0,0,27
76850000,76859999,50.001,80.0,699.9,0,0,27
76850000,76859999,80.001,100.0,402.48,0,0,27
76850000,76859999,100.001,200.0,459.41,0,0,27
76850000,76859999,200.001,300.0,483.68,0,0,27
76850000,76859999,300.001,999.999,587.64,0,0,27
76860000,76860999,0.0,1.0,114.87,0,0,27
76860000,76860999,1.001,5.0,160.41,0,0,27
76860000,76860999,5.001,10.0,183.87,0,0,27
76860000,76860999,10.001,15.0,195.03,0,0,27
76860000,76860999,15.001,20.0,218.48,0,0,27
76860000,76860999,20.001,30.0,242.06,0,0,27
76860000,76860999,30.001,40.0,399.9,0,0,27
76860000,76860999,40.001,50.0,559.9,0,0,27
76860000,76860999,50.001,80.0,699.9,0,0,27
76860000,76860999,80.001,100.0,402.48,0,0,27
76860000,76860999,100.001,200.0,459.41,0,0,27
76860000,76860999,200.001,300.0,483.68,0,0,27
76860000,76860999,300.001,999.999,587.64,0,0,27
76861000,76999999,0.0,1.0,114.87,0,0,27
76861000,76999999,1.001,5.0,160.41,0,0,27
76861000,76999999,5.001,10.0,183.87,0,0,27
76861000,76999999,10.001,15.0,195.03,0,0,27
76861000,76999999,15.001,20.0,218.48,0,0,27
76861000,76999999,20.001,30.0,242.06,0,0,27
76861000,76999999,30.001,40.0,399.9,0,0,27
76861000,76999999,40.001,50.0,559.9,0,0,27
76861000,76999999,50.001,80.0,699.9,0,0,27
76861000,76999999,80.001,100.0,402.48,0,0,27
76861000,76999999,100.001,200.0,459.41,0,0,27
76861000,76999999,200.001,300.0,483.68,0,0,27
76861000,76999999,300.001,999.999,587.64,0,0,27
77000000,77299999,0.0,1.0,249.99,0,0,27
77000000,77299999,1.001,5.0,359.98,0,0,27
77000000,77299999,5.001,10.0,499.99,0,0,27
77000000,77299999,10.001,15.0,849.99,0,0,27
77000000,77299999,15.001,20.0,949.99,0,0,27
77000000,77299999,20.001,30.0,1100,0,0,27
77000000,77299999,30.001,40.0,1499.99,0,0,27
77000000,77299999,40.001,50.0,1699.99,0,0,27
77000000,77299999,50.001,80.0,1999.99,0,0,27
77000000,77299999,80.001,100.0,2229,0,0,27
77000000,77299999,100.001,200.0,2349,0,0,27
77000000,77299999,200.001,300.0,2499.99,0,0,27
77000000,77299999,300.001,999.999,2599.99,0,0,27
77300000,77499999,0.0,1.0,249.99,0,0,27
77300000,77499999,1.001,5.0,359.98,0,0,27
77300000,77499999,5.001,10.0,499.99,0,0,27
77300000,77499999,10.001,15.0,849.99,0,0,27
77300000,77499999,15.001,20.0,949.99,0,0,27
77300000,77499999,20.001,30.0,1100,0,0,27
77300000,77499999,30.001,40.0,1499.99,0,0,27
77300000,77499999,40.001,50.0,1699.99,0,0,27
77300000,77499999,50.001,80.0,1999.99,0,0,27
77300000,77499999,80.001,100.0,2229,0,0,27
77300000,77499999,100.001,200.0,2349,0,0,27
77300000,77499999,200.001,300.0,2499.99,0,0,27
77300000,77499999,300.001,999.999,2599.99,0,0,27
77500000,77564999,0.0,1.0,249.99,0,0,27
77500000,77564999,1.001,5.0,359.98,0,0,27
77500000,77564999,5.001,10.0,499.99,0,0,27
77500000,77564999,10.001,15.0,849.99,0,0,27
77500000,77564999,15.001,20.0,949.99,0,0,27
77500000,77564999,20.001,30.0,1100,0,0,27
77500000,77564999,30.001,40.0,1499.99,0,0,27
77500000,77564999,40.001,50.0,1699.99,0,0,27
77500000,77564999,50.001,80.0,1999.99,0,0,27
77500000,77564999,80.001,100.0,2229,0,0,27
77500000,77564999,100.001,200.0,2349,0,0,27
77500000,77564999,200.001,300.0,2499.99,0,0,27
77500000,77564999,300.001,999.999,2599.99,0,0,27
77565000,77579999,0.0,1.0,249.99,0,0,27
77565000,77579999,1.001,5.0,359.98,0,0,27
77565000,77579999,5.001,10.0,499.99,0,0,27
77565000,77579999,10.001,15.0,849.99,0,0,27
77565000,77579999,15.001,20.0,949.99,0,0,27
77565000,77579999,20.001,30.0,1100,0,0,27
77565000,77579999,30.001,40.0,1499.99,0,0,27
77565000,77579999,40.001,50.0,1699.99,0,0,27
77565000,77579999,50.001,80.0,1999.99,0,0,27
77565000,77579999,80.001,100.0,2229,0,0,27
77565000,77579999,100.001,200.0,2349,0,0,27
77565000,77579999,200.001,300.0,2499.99,0,0,27
77565000,77579999,300.001,999.999,2599.99,0,0,27
77580000,77589999,0.0,1.0,249.99,0,0,27
77580000,77589999,1.001,5.0,359.98,0,0,27
77580000,77589999,5.001,10.0,499.99,0,0,27
77580000,77589999,10.001,15.0,849.99,0,0,27
77580000,77589999,15.001,20.0,949.99,0,0,27
77580000,77589999,20.001,30.0,1100,0,0,27
77580000,77589999,30.001,40.0,1499.99,0,0,27
77580000,77589999,40.001,50.0,1699.99,0,0,27
77580000,77589999,50.001,80.0,1999.99,0,0,27
77580000,77589999,80.001,100.0,2229,0,0,27
77580000,77589999,100.001,200.0,2349,0,0,27
77580000,77589999,200.001,300.0,2499.99,0,0,27
77580000,77589999,300.001,999.999,2599.99,0,0,27
77590000,77599999,0.0,1.0,249.99,0,0,27
77590000,77599999,1.001,5.0,359.98,0,0,27
77590000,77599999,5.001,10.0,499.99,0,0,27
77590000,77599999,10.001,15.0,849.99,0,0,27
77590000,77599999,15.001,20.0,949.99,0,0,27
77590000,77599999,20.001,30.0,1100,0,0,27
77590000,77599999,30.001,40.0,1499.99,0,0,27
77590000,77599999,40.001,50.0,1699.99,0,0,27
77590000,77599999,50.001,80.0,1999.99,0,0,27
77590000,77599999,80.001,100.0,2229,0,0,27
77590000,77599999,100.001,200.0,2349,0,0,27
77590000,77599999,200.001,300.0,2499.99,0,0,27
77590000,77599999,300.001,999.999,2599.99,0,0,27
77600000,77604999,0.0,1.0,249.99,0,0,27
77600000,77604999,1.001,5.0,359.98,0,0,27
77600000,77604999,5.001,10.0,499.99,0,0,27
77600000,77604999,10.001,15.0,849.99,0,0,27
77600000,77604999,15.001,20.0,949.99,0,0,27
77600000,77604999,20.001,30.0,1100,0,0,27
77600000,77604999,30.001,40.0,1499.99,0,0,27
77600000,77604999,40.001,50.0,1699.99,0,0,27
77600000,77604999,50.001,80.0,1999.99,0,0,27
77600000,77604999,80.001,100.0,2229,0,0,27
77600000,77604999,100.001,200.0,2349,0,0,27
77600000,77604999,200.001,300.0,2499.99,0,0,27
77600000,77604999,300.001,999.999,2599.99,0,0,27
77605000,77619999,0.0,1.0,249.99,0,0,27
77605000,77619999,1.001,5.0,359.98,0,0,27
77605000,77619999,5.001,10.0,499.99,0,0,27
77605000,77619999,10.001,15.0,849.99,0,0,27
77605000,77619999,15.001,20.0,949.99,0,0,27
77605000,77619999,20.001,30.0,1100,0,0,27
77605000,77619999,30.001,40.0,1499.99,0,0,27
77605000,77619999,40.001,50.0,1699.99,0,0,27
77605000,77619999,50.001,80.0,1999.99,0,0,27
77605000,77619999,80.001,100.0,2229,0,0,27
77605000,77619999,100.001,200.0,2349,0,0,27
77605000,77619999,200.001,300.0,2499.99,0,0,27
77605000,77619999,300.001,999.999,2599.99,0,0,27
77620000,77629999,0.0,1.0,249.99,0,0,27
77620000,77629999,1.001,5.0,359.98,0,0,27
77620000,77629999,5.001,10.0,499.99,0,0,27
77620000,77629999,10.001,15.0,849.99,0,0,27
77620000,77629999,15.001,20.0,949.99,0,0,27
77620000,77629999,20.001,30.0,1100,0,0,27
77620000,77629999,30.001,40.0,1499.99,0,0,27
77620000,77629999,40.001,50.0,1699.99,0,0,27
77620000,77629999,50.001,80.0,1999.99,0,0,27
77620000,77629999,80.001,100.0,2229,0,0,27
77620000,77629999,100.001,200.0,2349,0,0,27
77620000,77629999,200.001,300.0,2499.99,0,0,27
77620000,77629999,300.001,999.999,2599.99,0,0,27
77630000,77639999,0.0,1.0,249.99,0,0,27
77630000,77639999,1.001,5.0,359.98,0,0,27
77630000,77639999,5.001,10.0,499.99,0,0,27
77630000,77639999,10.001,15.0,849.99,0,0,27
77630000,77639999,15.001,20.0,949.99,0,0,27
77630000,77639999,20.001,30.0,1100,0,0,27
77630000,77639999,30.001,40.0,1499.99,0,0,27
77630000,77639999,40.001,50.0,1699.99,0,0,27
77630000,77639999,50.001,80.0,1999.99,0,0,27
77630000,77639999,80.001,100.0,2229,0,0,27
77630000,77639999,100.001,200.0,2349,0,0,27
77630000,77639999,200.001,300.0,2499.99,0,0,27
77630000,77639999,300.001,999.999,2599.99,0,0,27
77640000,77654999,0.0,1.0,249.99,0,0,27
77640000,77654999,1.001,5.0,359.98,0,0,27
77640000,77654999,5.001,10.0,499.99,0,0,27
77640000,77654999,10.001,15.0,849.99,0,0,27
77640000,77654999,15.001,20.0,949.99,0,0,27
77640000,77654999,20.001,30.0,1100,0,0,27
77640000,77654999,30.001,40.0,1499.99,0,0,27
77640000,77654999,40.001,50.0,1699.99,0,0,27
77640000,77654999,50.001,80.0,1999.99,0,0,27
77640000,77654999,80.001,100.0,2229,0,0,27
77640000,77654999,100.001,200.0,2349,0,0,27
77640000,77654999,200.001,300.0,2499.99,0,0,27
77640000,77654999,300.001,999.999,2599.99,0,0,27
77655000,77659999,0.0,1.0,249.99,0,0,27
77655000,77659999,1.001,5.0,359.98,0,0,27
77655000,77659999,5.001,10.0,499.99,0,0,27
77655000,77659999,10.001,15.0,849.99,0,0,27
77655000,77659999,15.001,20.0,949.99,0,0,27
77655000,77659999,20.001,30.0,1100,0,0,27
77655000,77659999,30.001,40.0,1499.99,0,0,27
77655000,77659999,40.001,50.0,1699.99,0,0,27
77655000,77659999,50.001,80.0,1999.99,0,0,27
77655000,77659999,80.001,100.0,2229,0,0,27
77655000,77659999,100.001,200.0,2349,0,0,27
77655000,77659999,200.001,300.0,2499.99,0,0,27
77655000,77659999,300.001,999.999,2599.99,0,0,27
77660000,77669999,0.0,1.0,249.99,0,0,27
77660000,77669999,1.001,5.0,359.98,0,0,27
77660000,77669999,5.001,10.0,499.99,0,0,27
77660000,77669999,10.001,15.0,849.99,0,0,27
77660000,77669999,15.001,20.0,949.99,0,0,27
77660000,77669999,20.001,30.0,1100,0,0,27
77660000,77669999,30.001,40.0,1499.99,0,0,27
77660000,77669999,40.001,50.0,1699.99,0,0,27
77660000,77669999,50.001,80.0,1999.99,0,0,27
77660000,77669999,80.001,100.0,2229,0,0,27
77660000,77669999,100.001,200.0,2349,0,0,27
77660000,77669999,200.001,300.0,2499.99,0,0,27
77660000,77669999,300.001,999.999,2599.99,0,0,27
77670000,77999999,0.0,1.0,249.99,0,0,27
77670000,77999999,1.001,5.0,359.98,0,0,27
77670000,77999999,5.001,10.0,499.99,0,0,27
77670000,77999999,10.001,15.0,849.99,0,0,27
77670000,77999999,15.001,20.0,949.99,0,0,27
77670000,77999999,20.001,30.0,1100,0,0,27
77670000,77999999,30.001,40.0,1499.99,0,0,27
77670000,77999999,40.001,50.0,1699.99,0,0,27
77670000,77999999,50.001,80.0,1999.99,0,0,27
77670000,77999999,80.001,100.0,2229,0,0,27
77670000,77999999,100.001,200.0,2349,0,0,27
77670000,77999999,200.001,300.0,2499.99,0,0,27
77670000,77999999,300.001,999.999,2599.99,0,0,27
78000000,78109999,0.0,1.0,114.87,0,0,16
78000000,78109999,1.001,5.0,160.41,0,0,16
78000000,78109999,5.001,10.0,183.87,0,0,16
78000000,78109999,10.001,15.0,195.03,0,0,16
78000000,78109999,15.001,20.0,259.99,0,0,16
78000000,78109999,20.001,30.0,320.98,0,0,16
78000000,78109999,30.001,40.0,399.9,0,0,16
78000000,78109999,40.001,50.0,559.9,0,0,16
78000000,78109999,50.001,80.0,699.98,0,0,16
78000000,78109999,80.001,100.0,789.98,0,0,16
78000000,78109999,100.001,200.0,899.99,0,0,16
78000000,78109999,200.001,300.0,999.99,0,0,16
78000000,78109999,300.001,999.999,1300.99,0,0,16
78110000,78174999,0.0,1.0,114.87,0,0,16
78110000,78174999,1.001,5.0,160.41,0,0,16
78110000,78174999,5.001,10.0,183.87,0,0,16
78110000,78174999,10.001,15.0,195.03,0,0,16
78110000,78174999,15.001,20.0,259.99,0,0,16
78110000,78174999,20.001,30.0,320.98,0,0,16
78110000,78174999,30.001,40.0,399.9,0,0,16
78110000,78174999,40.001,50.0,559.9,0,0,16
78110000,78174999,50.001,80.0,699.98,0,0,16
78110000,78174999,80.001,100.0,789.98,0,0,16
78110000,78174999,100.001,200.0,899.99,0,0,16
78110000,78174999,200.001,300.0,999.99,0,0,16
78110000,78174999,300.001,999.999,1300.99,0,0,16
78175000,78179999,0.0,1.0,114.87,0,0,16
78175000,78179999,1.001,5.0,160.41,0,0,16
